,h,T,M,lambda,s
2977,24569,-27800000,1460000,0.000255,-0.000216186
2978,24888,-27800000,1460000,0.000255,-0.000216186
2979,25207,-27800000,1460000,0.000255,-0.000216186
2980,25526,-27800000,1460000,0.000255,-0.000216186
2981,25845,-27800000,1460000,0.000255,-0.000216186
2982,26165,-27800000,1460000,0.000255,-0.000216186
2983,26484,-27800000,1460000,0.000255,-0.000216186
2984,26803,-27800000,1460000,0.000255,-0.000216186
2985,27122,-27800000,1460000,0.000255,-0.000216186
2986,27441,-27800000,1460000,0.000255,-0.000216186
2987,27760,-27800000,1460000,0.000255,-0.000216186
2988,28079,-27800000,1460000,0.000255,-0.000216186
2989,28398,-27800000,1460000,0.000255,-0.000216186
2990,28717,-27800000,1460000,0.000255,-0.000216186
2991,29036,-27800000,1460000,0.000255,-0.000216186
2992,29355,-27800000,1460000,0.000255,-0.000216186
2993,29674,-27800000,1460000,0.000255,-0.000216186
2994,29994,-27800000,1460000,0.000255,-0.000216186
2995,30313,-27800000,1460000,0.0002549,-0.000216286
2996,30632,-27800000,1460000,0.0002549,-0.000216286
2997,30951,-27800000,1460000,0.0002549,-0.000216286
2998,31270,-27800000,1460000,0.0002549,-0.000216286
2999,31589,-27800000,1460000,0.0002549,-0.000216286
3000,0,-28800000,1601.9,1.00E-07,-0.000488036
3001,319.08,-28800000,11359,1.00E-07,-0.000488036
3002,638.16,-28800000,21407,1.00E-07,-0.000488036
3003,957.24,-28800000,31164,1.00E-07,-0.000488036
3004,1276.3,-28800000,41067,4.00E-07,-0.000487736
3005,1595.4,-28800000,51552,5.00E-07,-0.000487636
3006,1914.5,-28800000,61746,6.00E-07,-0.000487536
3007,2233.6,-28800000,72813,1.10E-06,-0.000487036
3008,2552.6,-28800000,85774,1.70E-06,-0.000486436
3009,2871.7,-28800000,103000,3.40E-06,-0.000484736
3010,3190.8,-28800000,130000,6.80E-06,-0.000481336
3011,3509.9,-28800000,177000,1.40E-05,-0.000474136
3012,3829,-28800000,267000,2.97E-05,-0.000458436
3013,4148,-28800000,428000,5.90E-05,-0.000429136
3014,4467.1,-28800000,671000,0.0001042,-0.000383936
3015,4786.2,-28800000,947000,0.0001566,-0.000331536
3016,5105.3,-28800000,1170000,0.0002003,-0.000287836
3017,5424.4,-28800000,1320000,0.0002276,-0.000260536
3018,5743.4,-28800000,1390000,0.0002422,-0.000245936
3019,6062.5,-28800000,1430000,0.0002489,-0.000239236
3020,6381.6,-28800000,1440000,0.0002521,-0.000236036
3021,6700.7,-28800000,1450000,0.0002536,-0.000234536
3022,7019.8,-28800000,1450000,0.0002543,-0.000233836
3023,7338.8,-28800000,1450000,0.0002546,-0.000233536
3024,7657.9,-28800000,1460000,0.0002547,-0.000233436
3025,7977,-28800000,1460000,0.0002548,-0.000233336
3026,8296.1,-28800000,1460000,0.0002548,-0.000233336
3027,8615.2,-28800000,1460000,0.0002548,-0.000233336
3028,8934.2,-28800000,1460000,0.0002548,-0.000233336
3029,9253.3,-28800000,1460000,0.0002548,-0.000233336
3030,9572.4,-28800000,1460000,0.0002549,-0.000233236
3031,9891.5,-28800000,1460000,0.0002548,-0.000233336
3032,10211,-28800000,1460000,0.0002548,-0.000233336
3033,10530,-28800000,1460000,0.0002549,-0.000233236
3034,10849,-28800000,1460000,0.0002549,-0.000233236
3035,11168,-28800000,1460000,0.0002549,-0.000233236
3036,11487,-28800000,1460000,0.0002549,-0.000233236
3037,11806,-28800000,1460000,0.0002548,-0.000233336
3038,12125,-28800000,1460000,0.0002549,-0.000233236
3039,12444,-28800000,1460000,0.0002549,-0.000233236
3040,12763,-28800000,1460000,0.0002549,-0.000233236
3041,13082,-28800000,1460000,0.0002549,-0.000233236
3042,13401,-28800000,1460000,0.0002549,-0.000233236
3043,13720,-28800000,1460000,0.0002548,-0.000233336
3044,14040,-28800000,1460000,0.0002548,-0.000233336
3045,14359,-28800000,1460000,0.0002549,-0.000233236
3046,14678,-28800000,1460000,0.0002549,-0.000233236
3047,14997,-28800000,1460000,0.0002549,-0.000233236
3048,15316,-28800000,1460000,0.0002549,-0.000233236
3049,15635,-28800000,1460000,0.0002549,-0.000233236
3050,15954,-28800000,1460000,0.0002549,-0.000233236
3051,16273,-28800000,1460000,0.0002549,-0.000233236
3052,16592,-28800000,1460000,0.0002549,-0.000233236
3053,16911,-28800000,1460000,0.0002549,-0.000233236
3054,17230,-28800000,1460000,0.0002549,-0.000233236
3055,17549,-28800000,1460000,0.0002549,-0.000233236
3056,17868,-28800000,1460000,0.0002549,-0.000233236
3057,18188,-28800000,1460000,0.0002549,-0.000233236
3058,18507,-28800000,1460000,0.0002549,-0.000233236
3059,18826,-28800000,1460000,0.0002549,-0.000233236
3060,19145,-28800000,1460000,0.0002549,-0.000233236
3061,19464,-28800000,1460000,0.0002549,-0.000233236
3062,19783,-28800000,1460000,0.0002549,-0.000233236
3063,20102,-28800000,1460000,0.0002549,-0.000233236
3064,20421,-28800000,1460000,0.0002549,-0.000233236
3065,20740,-28800000,1460000,0.0002549,-0.000233236
3066,21059,-28800000,1460000,0.0002549,-0.000233236
3067,21378,-28800000,1460000,0.0002549,-0.000233236
3068,21697,-28800000,1460000,0.0002549,-0.000233236
3069,22017,-28800000,1460000,0.0002549,-0.000233236
3070,22336,-28800000,1460000,0.0002549,-0.000233236
3071,22655,-28800000,1460000,0.000255,-0.000233136
3072,22974,-28800000,1460000,0.000255,-0.000233136
3073,23293,-28800000,1460000,0.000255,-0.000233136
3074,23612,-28800000,1460000,0.000255,-0.000233136
3075,23931,-28800000,1460000,0.000255,-0.000233136
3076,24250,-28800000,1460000,0.000255,-0.000233136
3077,24569,-28800000,1460000,0.000255,-0.000233136
3078,24888,-28800000,1460000,0.000255,-0.000233136
3079,25207,-28800000,1460000,0.000255,-0.000233136
3080,25526,-28800000,1460000,0.000255,-0.000233136
3081,25845,-28800000,1460000,0.000255,-0.000233136
3082,26165,-28800000,1460000,0.000255,-0.000233136
3083,26484,-28800000,1460000,0.000255,-0.000233136
3084,26803,-28800000,1460000,0.000255,-0.000233136
3085,27122,-28800000,1460000,0.000255,-0.000233136
3086,27441,-28800000,1460000,0.000255,-0.000233136
3087,27760,-28800000,1460000,0.000255,-0.000233136
3088,28079,-28800000,1460000,0.000255,-0.000233136
3089,28398,-28800000,1460000,0.000255,-0.000233136
3090,28717,-28800000,1460000,0.000255,-0.000233136
3091,29036,-28800000,1460000,0.000255,-0.000233136
3092,29355,-28800000,1460000,0.000255,-0.000233136
3093,29674,-28800000,1460000,0.000255,-0.000233136
3094,29994,-28800000,1460000,0.0002549,-0.000233236
3095,30313,-28800000,1460000,0.0002549,-0.000233236
3096,30632,-28800000,1460000,0.0002549,-0.000233236
3097,30951,-28800000,1460000,0.0002549,-0.000233236
3098,31270,-28800000,1460000,0.0002549,-0.000233236
3099,31589,-28800000,1460000,0.0002549,-0.000233236
3100,0,-29800000,1601.9,1.00E-07,-0.000504985
3101,319.08,-29800000,11359,1.00E-07,-0.000504985
3102,638.16,-29800000,20970,1.00E-07,-0.000504985
3103,957.24,-29800000,31164,1.00E-07,-0.000504985
3104,1276.3,-29800000,41067,4.00E-07,-0.000504685
3105,1595.4,-29800000,50969,4.00E-07,-0.000504685
3106,1914.5,-29800000,61018,5.00E-07,-0.000504585
3107,2233.6,-29800000,71648,1.00E-06,-0.000504085
3108,2552.6,-29800000,83590,1.30E-06,-0.000503785
3109,2871.7,-29800000,98444,2.70E-06,-0.000502385
3110,3190.8,-29800000,120000,5.10E-06,-0.000499985
3111,3509.9,-29800000,156000,1.01E-05,-0.000494985
3112,3829,-29800000,223000,2.14E-05,-0.000483685
3113,4148,-29800000,347000,4.35E-05,-0.000461585
3114,4467.1,-29800000,554000,8.18E-05,-0.000423285
3115,4786.2,-29800000,823000,0.0001327,-0.000372385
3116,5105.3,-29800000,1080000,0.000182,-0.000323085
3117,5424.4,-29800000,1260000,0.000217,-0.000288085
3118,5743.4,-29800000,1360000,0.0002366,-0.000268485
3119,6062.5,-29800000,1410000,0.0002463,-0.000258785
3120,6381.6,-29800000,1440000,0.000251,-0.000254085
3121,6700.7,-29800000,1450000,0.000253,-0.000252085
3122,7019.8,-29800000,1450000,0.000254,-0.000251085
3123,7338.8,-29800000,1450000,0.0002545,-0.000250585
3124,7657.9,-29800000,1450000,0.0002546,-0.000250485
3125,7977,-29800000,1460000,0.0002547,-0.000250385
3126,8296.1,-29800000,1460000,0.0002548,-0.000250285
3127,8615.2,-29800000,1460000,0.0002549,-0.000250185
3128,8934.2,-29800000,1460000,0.0002548,-0.000250285
3129,9253.3,-29800000,1460000,0.0002548,-0.000250285
3130,9572.4,-29800000,1460000,0.0002549,-0.000250185
3131,9891.5,-29800000,1460000,0.0002549,-0.000250185
3132,10211,-29800000,1460000,0.0002548,-0.000250285
3133,10530,-29800000,1460000,0.0002548,-0.000250285
3134,10849,-29800000,1460000,0.0002549,-0.000250185
3135,11168,-29800000,1460000,0.0002549,-0.000250185
3136,11487,-29800000,1460000,0.0002549,-0.000250185
3137,11806,-29800000,1460000,0.0002549,-0.000250185
3138,12125,-29800000,1460000,0.0002548,-0.000250285
3139,12444,-29800000,1460000,0.0002549,-0.000250185
3140,12763,-29800000,1460000,0.0002549,-0.000250185
3141,13082,-29800000,1460000,0.0002549,-0.000250185
3142,13401,-29800000,1460000,0.0002549,-0.000250185
3143,13720,-29800000,1460000,0.0002549,-0.000250185
3144,14040,-29800000,1460000,0.0002548,-0.000250285
3145,14359,-29800000,1460000,0.0002549,-0.000250185
3146,14678,-29800000,1460000,0.0002549,-0.000250185
3147,14997,-29800000,1460000,0.0002549,-0.000250185
3148,15316,-29800000,1460000,0.0002549,-0.000250185
3149,15635,-29800000,1460000,0.0002549,-0.000250185
3150,15954,-29800000,1460000,0.0002549,-0.000250185
3151,16273,-29800000,1460000,0.0002549,-0.000250185
3152,16592,-29800000,1460000,0.0002549,-0.000250185
3153,16911,-29800000,1460000,0.0002549,-0.000250185
3154,17230,-29800000,1460000,0.0002549,-0.000250185
3155,17549,-29800000,1460000,0.0002549,-0.000250185
3156,17868,-29800000,1460000,0.0002549,-0.000250185
3157,18188,-29800000,1460000,0.0002549,-0.000250185
3158,18507,-29800000,1460000,0.0002549,-0.000250185
3159,18826,-29800000,1460000,0.0002549,-0.000250185
3160,19145,-29800000,1460000,0.0002549,-0.000250185
3161,19464,-29800000,1460000,0.0002549,-0.000250185
3162,19783,-29800000,1460000,0.0002549,-0.000250185
3163,20102,-29800000,1460000,0.0002549,-0.000250185
3164,20421,-29800000,1460000,0.0002549,-0.000250185
3165,20740,-29800000,1460000,0.0002549,-0.000250185
3166,21059,-29800000,1460000,0.0002549,-0.000250185
3167,21378,-29800000,1460000,0.0002549,-0.000250185
3168,21697,-29800000,1460000,0.0002549,-0.000250185
3169,22017,-29800000,1460000,0.0002549,-0.000250185
3170,22336,-29800000,1460000,0.0002549,-0.000250185
3171,22655,-29800000,1460000,0.000255,-0.000250085
3172,22974,-29800000,1460000,0.000255,-0.000250085
3173,23293,-29800000,1460000,0.000255,-0.000250085
3174,23612,-29800000,1460000,0.000255,-0.000250085
3175,23931,-29800000,1460000,0.000255,-0.000250085
3176,24250,-29800000,1460000,0.000255,-0.000250085
3177,24569,-29800000,1460000,0.000255,-0.000250085
3178,24888,-29800000,1460000,0.000255,-0.000250085
3179,25207,-29800000,1460000,0.000255,-0.000250085
3180,25526,-29800000,1460000,0.000255,-0.000250085
3181,25845,-29800000,1460000,0.000255,-0.000250085
3182,26165,-29800000,1460000,0.000255,-0.000250085
3183,26484,-29800000,1460000,0.000255,-0.000250085
3184,26803,-29800000,1460000,0.000255,-0.000250085
3185,27122,-29800000,1460000,0.000255,-0.000250085
3186,27441,-29800000,1460000,0.000255,-0.000250085
3187,27760,-29800000,1460000,0.000255,-0.000250085
3188,28079,-29800000,1460000,0.000255,-0.000250085
3189,28398,-29800000,1460000,0.000255,-0.000250085
3190,28717,-29800000,1460000,0.000255,-0.000250085
3191,29036,-29800000,1460000,0.000255,-0.000250085
3192,29355,-29800000,1460000,0.000255,-0.000250085
3193,29674,-29800000,1460000,0.000255,-0.000250085
3194,29994,-29800000,1460000,0.000255,-0.000250085
3195,30313,-29800000,1460000,0.000255,-0.000250085
3196,30632,-29800000,1460000,0.0002549,-0.000250185
3197,30951,-29800000,1460000,0.0002549,-0.000250185
3198,31270,-29800000,1460000,0.0002549,-0.000250185
3199,31589,-29800000,1460000,0.0002549,-0.000250185
3200,0,-30700000,1601.9,1.00E-07,-0.000520239
3201,319.08,-30700000,11359,1.00E-07,-0.000520239
3202,638.16,-30700000,21116,1.00E-07,-0.000520239
3203,957.24,-30700000,30727,1.00E-07,-0.000520239
3204,1276.3,-30700000,40484,4.00E-07,-0.000519939
3205,1595.4,-30700000,50387,4.00E-07,-0.000519939
3206,1914.5,-30700000,60435,5.00E-07,-0.000519839
3207,2233.6,-30700000,70775,9.00E-07,-0.000519439
3208,2552.6,-30700000,81988,1.10E-06,-0.000519239
3209,2871.7,-30700000,94949,2.20E-06,-0.000518139
3210,3190.8,-30700000,113000,3.90E-06,-0.000516439
3211,3509.9,-30700000,141000,7.40E-06,-0.000512939
3212,3829,-30700000,191000,1.54E-05,-0.000504939
3213,4148,-30700000,285000,3.19E-05,-0.000488439
3214,4467.1,-30700000,451000,6.25E-05,-0.000457839
3215,4786.2,-30700000,697000,0.0001085,-0.000411839
3216,5105.3,-30700000,969000,0.0001605,-0.000359839
3217,5424.4,-30700000,1190000,0.0002026,-0.000317739
3218,5743.4,-30700000,1320000,0.0002288,-0.000291539
3219,6062.5,-30700000,1390000,0.0002428,-0.000277539
3220,6381.6,-30700000,1430000,0.0002492,-0.000271139
3221,6700.7,-30700000,1440000,0.0002523,-0.000268039
3222,7019.8,-30700000,1450000,0.0002536,-0.000266739
3223,7338.8,-30700000,1450000,0.0002543,-0.000266039
3224,7657.9,-30700000,1450000,0.0002546,-0.000265739
3225,7977,-30700000,1460000,0.0002547,-0.000265639
3226,8296.1,-30700000,1460000,0.0002548,-0.000265539
3227,8615.2,-30700000,1460000,0.0002548,-0.000265539
3228,8934.2,-30700000,1460000,0.0002549,-0.000265439
3229,9253.3,-30700000,1460000,0.0002548,-0.000265539
3230,9572.4,-30700000,1460000,0.0002548,-0.000265539
3231,9891.5,-30700000,1460000,0.0002549,-0.000265439
3232,10211,-30700000,1460000,0.0002549,-0.000265439
3233,10530,-30700000,1460000,0.0002548,-0.000265539
3234,10849,-30700000,1460000,0.0002548,-0.000265539
3235,11168,-30700000,1460000,0.0002549,-0.000265439
3236,11487,-30700000,1460000,0.0002549,-0.000265439
3237,11806,-30700000,1460000,0.0002549,-0.000265439
3238,12125,-30700000,1460000,0.0002549,-0.000265439
3239,12444,-30700000,1460000,0.0002548,-0.000265539
3240,12763,-30700000,1460000,0.0002549,-0.000265439
3241,13082,-30700000,1460000,0.0002549,-0.000265439
3242,13401,-30700000,1460000,0.0002549,-0.000265439
3243,13720,-30700000,1460000,0.0002549,-0.000265439
3244,14040,-30700000,1460000,0.0002549,-0.000265439
3245,14359,-30700000,1460000,0.0002548,-0.000265539
3246,14678,-30700000,1460000,0.0002549,-0.000265439
3247,14997,-30700000,1460000,0.0002549,-0.000265439
3248,15316,-30700000,1460000,0.0002549,-0.000265439
3249,15635,-30700000,1460000,0.0002549,-0.000265439
3250,15954,-30700000,1460000,0.0002549,-0.000265439
3251,16273,-30700000,1460000,0.0002549,-0.000265439
3252,16592,-30700000,1460000,0.0002549,-0.000265439
3253,16911,-30700000,1460000,0.0002549,-0.000265439
3254,17230,-30700000,1460000,0.0002549,-0.000265439
3255,17549,-30700000,1460000,0.0002549,-0.000265439
3256,17868,-30700000,1460000,0.0002549,-0.000265439
3257,18188,-30700000,1460000,0.0002549,-0.000265439
3258,18507,-30700000,1460000,0.0002549,-0.000265439
3259,18826,-30700000,1460000,0.0002549,-0.000265439
3260,19145,-30700000,1460000,0.0002549,-0.000265439
3261,19464,-30700000,1460000,0.0002549,-0.000265439
3262,19783,-30700000,1460000,0.0002549,-0.000265439
3263,20102,-30700000,1460000,0.0002549,-0.000265439
3264,20421,-30700000,1460000,0.0002549,-0.000265439
3265,20740,-30700000,1460000,0.0002549,-0.000265439
3266,21059,-30700000,1460000,0.0002549,-0.000265439
3267,21378,-30700000,1460000,0.0002549,-0.000265439
3268,21697,-30700000,1460000,0.0002549,-0.000265439
3269,22017,-30700000,1460000,0.0002549,-0.000265439
3270,22336,-30700000,1460000,0.0002549,-0.000265439
3271,22655,-30700000,1460000,0.000255,-0.000265339
3272,22974,-30700000,1460000,0.000255,-0.000265339
3273,23293,-30700000,1460000,0.000255,-0.000265339
3274,23612,-30700000,1460000,0.000255,-0.000265339
3275,23931,-30700000,1460000,0.000255,-0.000265339
3276,24250,-30700000,1460000,0.000255,-0.000265339
3277,24569,-30700000,1460000,0.000255,-0.000265339
3278,24888,-30700000,1460000,0.000255,-0.000265339
3279,25207,-30700000,1460000,0.000255,-0.000265339
3280,25526,-30700000,1460000,0.000255,-0.000265339
3281,25845,-30700000,1460000,0.000255,-0.000265339
3282,26165,-30700000,1460000,0.000255,-0.000265339
3283,26484,-30700000,1460000,0.000255,-0.000265339
3284,26803,-30700000,1460000,0.000255,-0.000265339
3285,27122,-30700000,1460000,0.000255,-0.000265339
3286,27441,-30700000,1460000,0.000255,-0.000265339
3287,27760,-30700000,1460000,0.000255,-0.000265339
3288,28079,-30700000,1460000,0.000255,-0.000265339
3289,28398,-30700000,1460000,0.000255,-0.000265339
3290,28717,-30700000,1460000,0.000255,-0.000265339
3291,29036,-30700000,1460000,0.000255,-0.000265339
3292,29355,-30700000,1460000,0.000255,-0.000265339
3293,29674,-30700000,1460000,0.000255,-0.000265339
3294,29994,-30700000,1460000,0.000255,-0.000265339
3295,30313,-30700000,1460000,0.000255,-0.000265339
3296,30632,-30700000,1460000,0.000255,-0.000265339
3297,30951,-30700000,1460000,0.000255,-0.000265339
3298,31270,-30700000,1460000,0.0002549,-0.000265439
3299,31589,-30700000,1460000,0.0002549,-0.000265439
3300,0,-31700000,1601.9,1.00E-07,-0.000537188
3301,319.08,-31700000,11359,1.00E-07,-0.000537188
3302,638.16,-31700000,21116,1.00E-07,-0.000537188
3303,957.24,-31700000,30727,1.00E-07,-0.000537188
3304,1276.3,-31700000,40484,4.00E-07,-0.000536888
3305,1595.4,-31700000,50387,4.00E-07,-0.000536888
3306,1914.5,-31700000,60289,5.00E-07,-0.000536788
3307,2233.6,-31700000,70046,8.00E-07,-0.000536488
3308,2552.6,-31700000,80968,1.00E-06,-0.000536288
3309,2871.7,-31700000,93056,1.80E-06,-0.000535488
3310,3190.8,-31700000,108000,3.10E-06,-0.000534188
3311,3509.9,-31700000,130000,5.40E-06,-0.000531888
3312,3829,-31700000,167000,1.11E-05,-0.000526188
3313,4148,-31700000,238000,2.31E-05,-0.000514188
3314,4467.1,-31700000,368000,4.65E-05,-0.000490788
3315,4786.2,-31700000,578000,8.59E-05,-0.000451388
3316,5105.3,-31700000,846000,0.0001367,-0.000400588
3317,5424.4,-31700000,1100000,0.0001849,-0.000352388
3318,5743.4,-31700000,1270000,0.0002185,-0.000318788
3319,6062.5,-31700000,1370000,0.0002374,-0.000299888
3320,6381.6,-31700000,1420000,0.0002466,-0.000290688
3321,6700.7,-31700000,1440000,0.0002511,-0.000286188
3322,7019.8,-31700000,1450000,0.0002531,-0.000284188
3323,7338.8,-31700000,1450000,0.000254,-0.000283288
3324,7657.9,-31700000,1450000,0.0002545,-0.000282788
3325,7977,-31700000,1450000,0.0002547,-0.000282588
3326,8296.1,-31700000,1460000,0.0002547,-0.000282588
3327,8615.2,-31700000,1460000,0.0002548,-0.000282488
3328,8934.2,-31700000,1460000,0.0002548,-0.000282488
3329,9253.3,-31700000,1460000,0.0002549,-0.000282388
3330,9572.4,-31700000,1460000,0.0002548,-0.000282488
3331,9891.5,-31700000,1460000,0.0002548,-0.000282488
3332,10211,-31700000,1460000,0.0002549,-0.000282388
3333,10530,-31700000,1460000,0.0002549,-0.000282388
3334,10849,-31700000,1460000,0.0002548,-0.000282488
3335,11168,-31700000,1460000,0.0002548,-0.000282488
3336,11487,-31700000,1460000,0.0002549,-0.000282388
3337,11806,-31700000,1460000,0.0002549,-0.000282388
3338,12125,-31700000,1460000,0.0002549,-0.000282388
3339,12444,-31700000,1460000,0.0002548,-0.000282488
3340,12763,-31700000,1460000,0.0002548,-0.000282488
3341,13082,-31700000,1460000,0.0002549,-0.000282388
